	Autore	Titolo	Genere	Numero di prestiti	Data prestito
2025	Lovecraft Howard P.	Opere complete			
2025	Veltroni Walter	L'isola e le rose			
2025	Rayban Chloë 	L.O.V.E.			
2025	Horowitz Anthony 	Villa Ghiacciaossa			
2025	Longo Francesca	In gita di distruzione			
2025	Nelson Blake	Paranoid Park			
2025	Colfer Eoin 	La leggendaria storia di Verruca Murphy e del suo orribile sparapatate			
2025	Saint-Exupéry, Antoine : de	Il piccolo principe			
2025	Richler Mordecai	Jacob Due-Due contro Zanna Incappucciata			
2025	Alvaro Corrado	L'uomo nel labirinto 			
2025	Platone	Opere			
2026	Lee Harper	Il buio oltre la siepe			
2026	Tabucchi Antonio	Sostiene Pereira			
2026	Tabucchi Antonio	Sostiene Pereira			
2026	Rigoni Stern Mario	Il sergente nella neve			
2026	Orwell George	1984			
2026	Gadda Carlo E.	Quer pasticciaccio brutto de via Merulana			
2026	Gadda Carlo E.	Quer pasticciaccio brutto de via Merulana			
2026	Sands Matthew, Feynman Richard, B. Leighton Robert	La fisica di Feynman			
2026	Guttilla Giuseppe 	Numeri complessi			
2026	AA.VV. 	I viaggi di Erodoto			
2026	Mazzariol Giacomo	Mio fratello rincorre i dinosauri			
2026	Frank Anna 	Il diario di Anna Frank			
2026	Misgur Valentina	Trovami un giorno			
2026	Benni Stefano	Il bar sotto il mare			
2026	Roth Joseph	La leggenda del santo bevitore			
2026	Rayban Chloë 	L.O.V.E.			
2026	Margaret Doody	Aristotele e il giavellotto fatale			
2026	McEwan Ian 	L'inventore di sogni			
2026	Frank Anna 	Il diario di Anna Frank			
2026	Doyle Malachy 	Io sono l'arcobaleno			
2026	Hesse Hermann	Amicizia			
2026	Baudelaire Charles	I fiori del male			
2026	Connely Michael	L'uomo di paglia			
2026	Marzocchi Patrizia	I viaggio della speranza			
2026	Pike Christopher	Amiche per la pelle			
2026	Choldenko Gennifer 	Al Capone mi fa il bucato			
2026	Manfredi Valerio M.	La tomba di Alessandro : l'enigma			
2026	Metalli Alver	Lupo siberiano			
2026	Belgrado Eugenio 	Il Novecento			
2026	Hesse Hermann	Amicizia			
2026	Baudelaire Charles	I fiori del male			
2026	Apollonio Umberto	Il Novecento			
2026	Misgur Valentina	Trovami un giorno			
2026	Pratolini Vasco	Il quartiere			
2026	Howowitz Anthony	Villa Ghiacciaossa			
2026	Brambilla Cristiana	Il drago in discarica			
2026	Pirandello Luigi	Quaderni di Serafino Gubbio operatore			
2026	D'Avenia Alessandro	Bianca come il latte, rossa come il sangue			
2026	Sgardoli Guido	O sei dentro o sei fuori			
2026	Burgess Melvin	Innamorarsi di April			
2026	Hill Melissa	Un regalo da Tiffany			
2026	Alighieri Dante	La Divina Commedia			
